created_at,updated_at,id,user_id,source,name,value
2017-12-03 23:58:46,2017-12-03 23:58:46,74059552,5449324,AppsFlyer,af_message,organic install
2018-01-10 14:43:16,2018-01-10 14:43:16,74676864,5449324,AppsFlyer,is_organic,1
2018-01-10 14:43:16,2018-01-10 14:43:16,74676865,5449324,AppsFlyer,af_status,Organic
2018-01-10 14:43:16,2018-01-10 14:43:16,74676866,5449324,AppsFlyer,af_message,organic install
2018-02-07 00:43:02,2018-02-07 00:43:02,75055790,5449324,AppsFlyer,is_organic,1
2018-02-07 00:43:02,2018-02-07 00:43:02,75055791,5449324,AppsFlyer,af_status,Organic
2018-02-07 00:43:02,2018-02-07 00:43:02,75055792,5449324,AppsFlyer,af_message,organic install
2019-03-05 23:47:00,2019-03-05 23:47:00,77315883,5449324,AppsFlyer,is_organic,1
2019-03-05 23:47:00,2019-03-05 23:47:00,77315884,5449324,AppsFlyer,af_status,organic
2019-03-05 23:47:00,2019-03-05 23:47:00,77315885,5449324,AppsFlyer,af_message,organic install
2019-04-16 12:41:54,2019-04-16 12:41:54,83992431,5449324,AppsFlyer,is_organic,1
2019-04-16 12:41:54,2019-04-16 12:41:54,83992432,5449324,AppsFlyer,af_status,Organic
2019-04-16 12:41:54,2019-04-16 12:41:54,83992433,5449324,AppsFlyer,af_message,organic install
2019-06-09 18:37:47,2019-06-09 18:37:47,90148246,5449324,AppsFlyer,is_organic,1
2019-06-09 18:37:47,2019-06-09 18:37:47,90148247,5449324,AppsFlyer,af_status,Organic
2019-06-09 18:37:47,2019-06-09 18:37:47,90148248,5449324,AppsFlyer,af_message,organic install
2019-07-03 20:05:08,2019-07-03 20:05:08,92883160,5449324,AppsFlyer,is_organic,1
2019-07-03 20:05:08,2019-07-03 20:05:08,92883161,5449324,AppsFlyer,af_status,Organic
2019-07-03 20:05:08,2019-07-03 20:05:08,92883162,5449324,AppsFlyer,af_message,organic install
2019-11-10 14:33:47,2019-11-10 14:33:47,105252363,5449324,AppsFlyer,is_organic,1
2019-11-10 14:33:47,2019-11-10 14:33:47,105252364,5449324,AppsFlyer,af_status,Organic
2019-11-10 14:33:47,2019-11-10 14:33:47,105252365,5449324,AppsFlyer,af_message,organic install
2020-02-22 21:50:08,2020-02-22 21:50:08,115849172,5449324,AppsFlyer,is_organic,1
2020-02-22 21:50:08,2020-02-22 21:50:08,115849173,5449324,AppsFlyer,af_status,Organic
2020-02-22 21:50:08,2020-02-22 21:50:08,115849174,5449324,AppsFlyer,af_message,organic install
2021-09-28 20:35:45,2021-09-28 20:35:45,178316474,5449324,AppsFlyer,is_organic,1
2021-09-28 20:35:45,2021-09-28 20:35:45,178316475,5449324,AppsFlyer,af_status,Organic
2021-09-28 20:35:45,2021-09-28 20:35:45,178316476,5449324,AppsFlyer,af_message,organic install
2022-01-17 20:02:22,2022-01-17 20:02:22,190941948,5449324,AppsFlyer,is_organic,1
2022-01-17 20:02:22,2022-01-17 20:02:22,190941949,5449324,AppsFlyer,af_status,Organic
2022-01-17 20:02:22,2022-01-17 20:02:22,190941950,5449324,AppsFlyer,af_message,organic install
2022-02-23 02:44:31,2022-02-23 02:44:31,194065124,5449324,AppsFlyer,is_organic,1
2022-02-23 02:44:31,2022-02-23 02:44:31,194065125,5449324,AppsFlyer,af_status,Organic
2022-02-23 02:44:31,2022-02-23 02:44:31,194065126,5449324,AppsFlyer,af_message,organic install
2022-07-25 19:00:11,2022-07-25 19:00:11,205103874,5449324,AppsFlyer,is_organic,1
2022-07-25 19:00:11,2022-07-25 19:00:11,205103875,5449324,AppsFlyer,af_status,Organic
2022-07-25 19:00:11,2022-07-25 19:00:11,205103876,5449324,AppsFlyer,af_message,organic install
2022-08-12 19:49:00,2022-08-12 19:49:00,206392212,5449324,AppsFlyer,is_organic,1
2022-08-12 19:49:00,2022-08-12 19:49:00,206392213,5449324,AppsFlyer,af_status,Organic
2022-08-12 19:49:00,2022-08-12 19:49:00,206392214,5449324,AppsFlyer,af_message,organic install
2022-11-24 15:44:27,2022-11-24 15:44:27,214168116,5449324,AppsFlyer,is_organic,1
2022-11-24 15:44:27,2022-11-24 15:44:27,214168117,5449324,AppsFlyer,af_status,Organic
2022-11-24 15:44:27,2022-11-24 15:44:27,214168118,5449324,AppsFlyer,af_message,organic install
2023-03-11 17:13:48,2023-03-11 17:13:48,221814000,5449324,AppsFlyer,is_organic,1
2023-03-11 17:13:48,2023-03-11 17:13:48,221814001,5449324,AppsFlyer,af_status,Organic
2023-03-11 17:13:48,2023-03-11 17:13:48,221814002,5449324,AppsFlyer,af_message,organic install
2023-05-28 15:56:51,2023-05-28 15:56:51,227643639,5449324,AppsFlyer,is_organic,1
2023-05-28 15:56:51,2023-05-28 15:56:51,227643640,5449324,AppsFlyer,af_status,Organic
2023-05-28 15:56:51,2023-05-28 15:56:51,227643641,5449324,AppsFlyer,af_message,organic install
2023-05-31 16:54:07,2023-05-31 16:54:07,227885913,5449324,AppsFlyer,is_organic,1
2023-05-31 16:54:07,2023-05-31 16:54:07,227885914,5449324,AppsFlyer,af_status,Organic
2023-05-31 16:54:07,2023-05-31 16:54:07,227885915,5449324,AppsFlyer,af_message,organic install
2023-11-20 02:25:07,2023-11-20 02:25:07,240348421,5449324,AppsFlyer,is_organic,1
2023-11-20 02:25:07,2023-11-20 02:25:07,240348422,5449324,AppsFlyer,af_status,Organic
2023-11-20 02:25:07,2023-11-20 02:25:07,240348423,5449324,AppsFlyer,af_message,organic install
2024-01-18 17:44:20,2024-01-18 17:44:20,244444292,5449324,AppsFlyer,is_organic,1
2024-01-18 17:44:20,2024-01-18 17:44:20,244444293,5449324,AppsFlyer,af_status,Organic
2024-01-18 17:44:20,2024-01-18 17:44:20,244444294,5449324,AppsFlyer,af_message,organic install
2024-04-30 02:08:53,2024-04-30 02:08:53,249084181,5449324,AppsFlyer,is_organic,1
2024-04-30 02:08:53,2024-04-30 02:08:53,249084182,5449324,AppsFlyer,af_status,Organic
2024-04-30 02:08:53,2024-04-30 02:08:53,249084183,5449324,AppsFlyer,af_message,organic install
2024-06-01 14:50:56,2024-06-01 14:50:56,250400797,5449324,AppsFlyer,is_organic,1
2024-06-01 14:50:56,2024-06-01 14:50:56,250400798,5449324,AppsFlyer,af_status,Organic
2024-06-01 14:50:56,2024-06-01 14:50:56,250400799,5449324,AppsFlyer,af_message,organic install
2024-06-29 22:29:32,2024-06-29 22:29:32,251752601,5449324,AppsFlyer,is_organic,1
2024-06-29 22:29:32,2024-06-29 22:29:32,251752602,5449324,AppsFlyer,af_status,Organic
2024-06-29 22:29:32,2024-06-29 22:29:32,251752603,5449324,AppsFlyer,af_message,organic install
2025-01-19 21:06:29,2025-01-19 21:06:29,261648720,5449324,AppsFlyer,is_organic,1
2025-01-19 21:06:29,2025-01-19 21:06:29,261648721,5449324,AppsFlyer,af_status,Organic
2025-01-19 21:06:29,2025-01-19 21:06:29,261648722,5449324,AppsFlyer,af_message,organic install
2025-05-06 09:55:05,2025-05-06 09:55:05,265757286,5449324,AppsFlyer,is_organic,1
2025-05-06 09:55:05,2025-05-06 09:55:05,265757287,5449324,AppsFlyer,af_status,Organic
2025-05-06 09:55:05,2025-05-06 09:55:05,265757288,5449324,AppsFlyer,af_message,organic install
