user_id,friend_id,created_at,updated_at
5449324,6180544,2016-03-30 18:29:55,2016-03-30 18:29:55
5449324,9006595,2016-09-26 22:07:07,2016-09-26 22:07:07
5449324,12416512,2017-04-29 22:36:58,2017-04-29 22:36:58
5449324,14493463,2018-07-05 15:59:49,2018-07-05 15:59:49
