screen_name,created_at,lang,description,url,friends_count,favourites_count,name,location,listed_count,time_zone,verified,updated_at,user_id,followers_count
nathanissartel,2016-01-10 15:02:02,,,http://instagram.com/nathanissartel,186,362,n'attend,"Grenoble, France",0,,0,2020-12-04 10:25:33,5449324,122
