user_id,episode_comment_id,report_type,created_at,updated_at,id
5449324,1894609,spoiler,2016-01-17 19:03:59,2016-01-17 19:03:59,37034
5449324,686873,unappropriate,2016-02-23 02:14:36,2016-02-23 02:14:36,46870
5449324,836667,spoiler,2016-02-23 02:14:54,2016-02-23 02:14:54,46871
5449324,1568263,spoiler,2016-02-23 02:22:51,2016-02-23 02:22:51,46872
5449324,2407488,spoiler,2016-02-24 11:29:42,2016-02-24 11:29:42,47229
