nb_comments,id,nb_episodes_watched,nb_reviews,user_id,created_at,updated_at,nb_friends,nb_memes,time_spent,nb_shows_followed,nb_likes,score
1,5449324,6,0,5449324,2016-01-10 14:02:53,2026-07-01 04:15:25,10,5,272159,1755,88,0
