user_id,referree_id,created_at,credits,days,consumed,state,updated_at,credited
5449324,5449324,2018-12-26 16:58:12,1,,1,marked-episode,2018-12-26 21:40:20,1
5449324,12799599,2017-05-08 16:27:56,1,,0,downloaded-app,2017-05-08 16:27:56,0
5449324,14101922,2017-07-17 15:09:08,1,,1,marked-episode,2017-07-17 15:13:16,1
5449324,49613176,2021-04-19 05:05:09,1,,0,downloaded-app,2021-04-19 05:05:09,0
