created_at,updated_at,id,user_id,show_comment_id,report_type
2016-02-03 15:31:17,2016-02-03 15:31:17,18428,5449324,229223,not-spoiler
2016-02-03 15:31:17,2016-02-03 15:31:17,18429,5449324,229223,unappropriate
2016-02-03 15:31:25,2016-02-03 15:31:25,18430,5449324,256498,unappropriate
