username,image_url,aws_region,updated_at,user_id,created_at
nathanissartel,https://d1zfszn0v5ya99.cloudfront.net/user/5449324/profile_picture/5e69ef9d6d6e5_large.png,,1970-01-01 00:00:00,5449324,1970-01-01 00:00:00
