object_type,params,updated_at,id,user_id,social_network,external_id,created_at,action,object_id
episode,,2017-10-29 14:43:47,2829174,5449324,twitter,924647957982580736,2017-10-29 14:43:47,watch,5311265
episode,,2017-10-29 16:06:37,2831911,5449324,twitter,924668802452869120,2017-10-29 16:06:37,watch,5311267
episode,,2017-10-29 21:46:59,2844401,5449324,twitter,924754459812618247,2017-10-29 21:46:59,watch,5311268
episode,,2017-10-30 00:28:25,2850409,5449324,twitter,924795085727961088,2017-10-30 00:28:25,watch,5311270
episode,,2017-10-30 00:28:30,2850412,5449324,twitter,924795108435906560,2017-10-30 00:28:30,watch,5311271
