type,vote_type,created_at,network_platform,user_id,id,episode_id,range_key,hash_key,series_name,episode_number,season_number
selection,where-did-you,2022-05-15 02:03:00,map[app_bundle_id:com.netflix.mediaclient app_download_link:<nil> app_link:https://www.netflix.com/title/81567233 app_name:Netflix country:FR created_at:1.652580175e+09 display_name:Netflix external_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 external_source_type:SVOD is_cascaded:false logo_color:#e80000 logo_name:N logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-netflix-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-light-mode.png] name_slug:netflix-821e9d2f-d9ef-4c58-b5c4-884f6a60da34 network_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.652580175e+09],5449324,e0d53fa7-c783-4a6d-8da4-94c971d3a708,0,5449324,50baf4cd-ce53-4aa2-a111-2a0ab90b635b,,,
selection,where-did-you,2025-11-02 20:04:15,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Unofficial country:us created_at:1.559112773e+09 display_name:Unofficial external_id:tvtime-unofficial external_source_type:<nil> full_logo_url:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-light-mode.png] name_slug:unofficial-5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 network_id:5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 platform:unofficial platform_type:unofficial type:network_platform_source updated_at:1.559112773e+09],5449324,63da1e56-b4a9-4f03-9ec8-eb49fcbee2e2,0,5449324,224918a8-3c7c-4bc2-804b-0d2c084d5e16,,,
selection,where-did-you,2022-08-17 22:29:13,map[app_bundle_id:com.netflix.mediaclient app_download_link:<nil> app_link:https://www.netflix.com/title/81380249 app_name:Netflix country:FR created_at:1.660775347e+09 display_name:Netflix external_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 external_source_type:SVOD is_cascaded:false logo_color:#e80000 logo_name:N logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-netflix-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-light-mode.png] name_slug:netflix-821e9d2f-d9ef-4c58-b5c4-884f6a60da34 network_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.660775347e+09],5449324,9024f05e-27c0-4e62-9bd9-4c0c3192eff5,0,5449324,d1b7e6be-cc20-4299-b38e-4213181a391f,,,
selection,where-did-you,2020-09-14 12:10:38,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Other country:FR created_at:1.559112773e+09 display_name:Other external_id:tvtime-other-FR logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/unselected-light-mode.png] name_slug:other-01109d08-7513-4ddd-8990-6799d11004b8 network_id:01109d08-7513-4ddd-8990-6799d11004b8 platform:other platform_type:other type:network_platform_source updated_at:1.559112773e+09],5449324,a488e09b-6883-4824-93a1-cc7a286e82b4,0,5449324,75ced044-812e-446f-8f4b-429983245546,,,
selection,where-did-you,2022-06-18 05:28:27,map[app_bundle_id:com.netflix.mediaclient app_download_link:<nil> app_link:https://www.netflix.com/title/70249941 app_name:Netflix country:FR created_at:1.655530104e+09 display_name:Netflix external_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 external_source_type:SVOD is_cascaded:false logo_color:#e80000 logo_name:N logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-netflix-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-light-mode.png] name_slug:netflix-821e9d2f-d9ef-4c58-b5c4-884f6a60da34 network_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.655530104e+09],5449324,b04f543b-d485-49b1-ac56-05fb7cb59f6f,0,5449324,2421a721-ea9b-4d35-8fe9-f62a5f49d066,,,
selection,where-did-you,2022-06-08 05:46:58,map[app_bundle_id:<nil> app_download_link:<nil> app_link:https://www.canalplus.com/cinema/sleeping-giant/h/6344453_50002 app_name:Canal+ country:FR created_at:1.654664959e+09 display_name:Canal+ external_id:409cf3bb-5015-4492-bd42-717586736ebd external_source_type:SVOD is_cascaded:false logo_color:<nil> logo_name:C logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canal/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canal/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canal/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canal/unselected-light-mode.png] name_slug:canal+-409cf3bb-5015-4492-bd42-717586736ebd network_id:409cf3bb-5015-4492-bd42-717586736ebd platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.654664959e+09],5449324,3de83482-bee3-46e8-ab90-655bdb1ac799,0,5449324,4ec6b7d4-e3f5-4c3a-8d36-51707ec20e45,,,
selection,where-did-you,2022-06-05 22:52:18,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Unofficial country:us created_at:1.559112773e+09 display_name:Unofficial external_id:tvtime-unofficial external_source_type:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-light-mode.png] name_slug:unofficial-5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 network_id:5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 platform:unofficial platform_type:unofficial type:network_platform_source updated_at:1.559112773e+09],5449324,b4e8796b-3c33-446e-91e6-cd72f194860c,0,5449324,550fe887-c937-4190-bcf1-40b67f4ba7b7,,,
selection,where-did-you,2022-06-29 07:15:17,map[app_bundle_id:com.netflix.mediaclient app_download_link:<nil> app_link:https://www.netflix.com/watch/70244268 app_name:Netflix country:FR created_at:1.656486909e+09 display_name:Netflix external_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 external_source_type:SVOD is_cascaded:false logo_color:#e80000 logo_name:N logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-netflix-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-light-mode.png] name_slug:netflix-821e9d2f-d9ef-4c58-b5c4-884f6a60da34 network_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.656486909e+09],5449324,1988dc72-348e-438f-bb19-f8e731593052,384144,384144-5449324,74280,Code Lyoko,30,4
selection,where-did-you,2025-09-04 11:07:54,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Unofficial country:us created_at:1.559112773e+09 display_name:Unofficial external_id:tvtime-unofficial external_source_type:<nil> full_logo_url:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-light-mode.png] name_slug:unofficial-5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 network_id:5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 platform:unofficial platform_type:unofficial type:network_platform_source updated_at:1.559112773e+09],5449324,865d8406-9e87-4a41-aa5c-79a0e8d217fa,10649169,10649169-5449324,389492,Monster (2022),1,2
selection,where-did-you,2022-06-02 23:16:42,map[app_bundle_id:<nil> app_download_link:<nil> app_link:https://www.disneyplus.com/movies/sex-appeal/2XourrVHWKhq app_name:Disney+ country:FR created_at:1.654211799e+09 display_name:Disney+ external_id:bba70d62-23dc-46a6-a1e7-dd9e23107588 external_source_type:SVOD is_cascaded:false logo_color:<nil> logo_name:D logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/unselected-light-mode.png] name_slug:disney+-bba70d62-23dc-46a6-a1e7-dd9e23107588 network_id:bba70d62-23dc-46a6-a1e7-dd9e23107588 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.654211799e+09],5449324,5e27e700-3722-4dda-9dd5-294c91b5c8ab,0,5449324,761f24bb-8f66-41ae-8ade-62cfc27ad34f,,,
selection,where-did-you,2021-04-19 22:01:29,map[app_bundle_id:<nil> app_download_link:<nil> app_link:https://vod.canalplus.com/cinema/la-tortue-rouge/h/7009426_40099 app_name:Canal VOD country:FR created_at:1.618869681e+09 display_name:Canal VOD external_id:fr.canalplayvod logo_color:<nil> logo_name:C logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canalvod/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canalvod/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canalvod/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/canalvod/unselected-light-mode.png] name_slug:canal-vod-4205bd3b-6f1e-4793-9fc6-24d857eb2a48 network_id:4205bd3b-6f1e-4793-9fc6-24d857eb2a48 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.618869681e+09],5449324,94a7d432-d6cb-4bdb-b805-3739365db2d0,0,5449324,5614b7a4-10b7-4841-aba9-ee49fef6d7bd,,,
selection,where-did-you,2021-10-24 00:11:00,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Other country:FR created_at:1.559112773e+09 display_name:Other external_id:tvtime-other-FR external_source_type:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/unselected-light-mode.png] name_slug:other-01109d08-7513-4ddd-8990-6799d11004b8 network_id:01109d08-7513-4ddd-8990-6799d11004b8 platform:other platform_type:other type:network_platform_source updated_at:1.559112773e+09],5449324,3f65a601-5d22-4895-9369-38bfeef4ada3,0,5449324,eed61fb2-35ed-4b40-84c4-c31f400c7830,,,
selection,where-did-you,2022-06-17 15:15:11,map[app_bundle_id:<nil> app_download_link:<nil> app_link:https://www.disneyplus.com/series/double-time/2EfP45PYWY5s app_name:Disney+ country:FR created_at:1.655477139e+09 display_name:Disney+ external_id:bba70d62-23dc-46a6-a1e7-dd9e23107588 external_source_type:SVOD is_cascaded:false logo_color:<nil> logo_name:D logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/disney/unselected-light-mode.png] name_slug:disney+-bba70d62-23dc-46a6-a1e7-dd9e23107588 network_id:bba70d62-23dc-46a6-a1e7-dd9e23107588 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.655477139e+09],5449324,4b38dc63-c2c2-4da9-87ce-c455f6d4f014,8436142,8436142-5449324,399959,Only Murders in the Building,9,1
selection,where-did-you,2021-05-01 15:15:52,map[app_bundle_id:com.netflix.mediaclient app_download_link:<nil> app_link:<nil> app_name:Netflix country:us created_at:1.619882152e+09 display_name:Netflix external_id:tvtime-netflix logo_color:#e80000 logo_name:N logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-netflix-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-light-mode.png] name_slug:netflix-57598952-9f00-4783-905e-cae5ac8c47dc network_id:57598952-9f00-4783-905e-cae5ac8c47dc platform:other platform_type:other type:network_platform_source updated_at:1.619882152e+09],5449324,5043412e-2cf3-466b-a73d-f1c7a6de9fab,8322947,8322947-5449324,399966,Sex!fy,5,1
selection,where-did-you,2024-01-18 23:24:07,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Theater country:FR created_at:1.559112773e+09 display_name:Theater external_id:tvtime-theater-FR external_source_type:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/unselected-light-mode.png] name_slug:theater-2f1147ab-2503-45e7-bb42-15a1446ca897 network_id:2f1147ab-2503-45e7-bb42-15a1446ca897 platform:theater platform_type:theater type:network_platform_source updated_at:1.559112773e+09],5449324,ee62d168-0728-4a1e-aeec-af11545d38ff,0,5449324,aa3a43f2-fa9a-4a71-9298-ce0c9bfb3123,,,
selection,where-did-you,2022-06-11 02:33:13,map[app_bundle_id:com.netflix.mediaclient app_download_link:<nil> app_link:https://www.netflix.com/watch/80222888 app_name:Netflix country:FR created_at:1.65491479e+09 display_name:Netflix external_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 external_source_type:SVOD is_cascaded:false logo_color:#e80000 logo_name:N logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-netflix-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-light-mode.png] name_slug:netflix-821e9d2f-d9ef-4c58-b5c4-884f6a60da34 network_id:821e9d2f-d9ef-4c58-b5c4-884f6a60da34 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.65491479e+09],5449324,8d111cc5-9b49-4ec3-bccd-8f841fe522c6,7187615,7187615-5449324,317995,Paquita Salas,5,3
selection,where-did-you,2020-12-23 20:44:05,map[app_bundle_id:<nil> app_download_link:<nil> app_link:https://go.ocs.fr/details/serie/PS3615MONIQW0169215 app_name:OCS country:FR created_at:-6.21355968e+10 display_name:OCS external_id:fr.ocs logo_color:#FF6600 logo_name:O logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/unselected-light-mode.png] name_slug:ocs-c9d3801b-16b8-4fa2-81b5-a69c12711129 network_id:c9d3801b-16b8-4fa2-81b5-a69c12711129 platform:<nil> platform_type:tv_everywhere type:network_platform_source updated_at:1.60875432e+09],5449324,e9845e0f-3ae4-4530-9620-77debfb8fcd6,8065318,8065318-5449324,385371,3615 Monique,1,1
selection,where-did-you,2022-07-01 06:09:28,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:france.tv slash country:FR created_at:1.656655768e+09 display_name:france.tv slash external_id:tvtime-france.tvslash external_source_type:<nil> is_cascaded:false logo_color:#000000 logo_name:F logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/francetvslash/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/francetvslash/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/francetvslash/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/francetvslash/unselected-light-mode.png] name_slug:france.tvslash-8cfdb305-408d-4d93-ac65-38bc2b7fda98 network_id:8cfdb305-408d-4d93-ac65-38bc2b7fda98 platform:other platform_type:other type:network_platform_source updated_at:1.656655768e+09],5449324,9df5ba81-c291-414a-92c1-1d987eda2a74,9191759,9191759-5449324,412594,Drag Race France,2,1
selection,where-did-you,2025-08-04 19:56:52,map[app_bundle_id:<nil> app_download_link:<nil> app_link:https://tv.apple.com/fr/episode/le-chef-de-guerre/umc.cmc.68rn5d4o8966y7wyrx93pm5i1?showId=umc.cmc.6ag0zq020ielwv7m83v8r4dkw app_name:Apple TV+ country:FR created_at:1.754256027e+09 display_name:Apple TV+ external_id:7a7aab85-61ce-4762-a968-aa47891e0e34 external_source_type:SVOD full_logo_url:<nil> is_cascaded:false logo_color:<nil> logo_name:A logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-apple-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/appletv/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/appletv/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/appletv/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/appletv/unselected-light-mode.png] name_slug:apple-tv+-7a7aab85-61ce-4762-a968-aa47891e0e34 network_id:7a7aab85-61ce-4762-a968-aa47891e0e34 platform:web platform_type:purchase type:network_platform_source updated_at:1.754256027e+09],5449324,f8ea680a-3cfe-474d-911f-d4227ca02dc8,10933083,10933083-5449324,418633,Chief of War,1,1
selection,where-did-you,2026-01-02 16:53:11,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Unofficial country:us created_at:1.559112773e+09 display_name:Unofficial external_id:tvtime-unofficial external_source_type:<nil> full_logo_url:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/unofficial/unselected-light-mode.png] name_slug:unofficial-5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 network_id:5dea16e9-fe85-4c85-83a1-b3ba4dc14a30 platform:unofficial platform_type:unofficial type:network_platform_source updated_at:1.559112773e+09],5449324,95658758-20da-4e63-9cc4-0133ed778d7d,0,5449324,a6f48841-80d0-46c1-b032-e8b33fdc0f30,,,
selection,where-did-you,2021-02-02 12:18:50,map[app_bundle_id:<nil> app_download_link:<nil> app_link:https://go.ocs.fr/details/serie/PSEUPHORIAXW0152710 app_name:OCS country:FR created_at:-6.21355968e+10 display_name:OCS external_id:fr.ocs logo_color:#FF6600 logo_name:OCS logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/ocs/unselected-light-mode.png] name_slug:ocs-c9d3801b-16b8-4fa2-81b5-a69c12711129 network_id:c9d3801b-16b8-4fa2-81b5-a69c12711129 platform:<nil> platform_type:subscription type:network_platform_source updated_at:1.60702905e+09],5449324,c98ced8a-92d8-4dd1-bffd-8df67b4cdf06,7191325,7191325-5449324,360261,Euphoria (US),3,1
selection,where-did-you,2022-02-25 22:48:22,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Other country:FR created_at:1.559112773e+09 display_name:Other external_id:tvtime-other-FR external_source_type:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/other/unselected-light-mode.png] name_slug:other-01109d08-7513-4ddd-8990-6799d11004b8 network_id:01109d08-7513-4ddd-8990-6799d11004b8 platform:other platform_type:other type:network_platform_source updated_at:1.559112773e+09],5449324,7752c479-908f-4055-be24-36e39469d6f7,7486456,7486456-5449324,371806,Normal People,2,1
selection,where-did-you,2021-06-24 21:38:13,map[app_bundle_id:com.netflix.mediaclient app_download_link:<nil> app_link:https://www.netflix.com/title/80222754 app_name:Netflix country:FR created_at:1.624570627e+09 display_name:Netflix external_id:fr.netflix logo_color:#e80000 logo_name:N logo_url:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/network-netflix-logo.png logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/netflix/unselected-light-mode.png] name_slug:netflix-cbb2baca-4615-49e9-8dc7-aa4596ea1183 network_id:cbb2baca-4615-49e9-8dc7-aa4596ea1183 platform:<nil> platform_type:purchase type:network_platform_source updated_at:1.624570627e+09],5449324,74849d81-cae0-4283-814e-1389f37b8253,0,5449324,72c02f0e-ce8f-459f-967e-98aeb6f765f2,,,
selection,where-did-you,2023-07-25 14:40:18,map[app_bundle_id:<nil> app_download_link:<nil> app_link:<nil> app_name:Theater country:FR created_at:1.559112773e+09 display_name:Theater external_id:tvtime-theater-FR external_source_type:<nil> is_cascaded:false logo_color:#777777 logo_name:* logo_url:<nil> logos:map[selected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/selected-dark-mode.png selected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/selected-light-mode.png unselected_dark_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/unselected-dark-mode.png unselected_light_mode:https://d36rlb2fgh8cjd.cloudfront.net/logos/networks/theater/unselected-light-mode.png] name_slug:theater-2f1147ab-2503-45e7-bb42-15a1446ca897 network_id:2f1147ab-2503-45e7-bb42-15a1446ca897 platform:theater platform_type:theater type:network_platform_source updated_at:1.559112773e+09],5449324,2cb11d11-443d-44fc-ab94-cf83a40aec7c,0,5449324,0247115f-7654-4e6d-a108-23fd55bf6232,,,
